student_id,school_type,grade,student_sex,지역
31225,고등,1,미정,신촌동
31226,고등,2,미정,신촌동
31227,고등,2,미정,신촌동
31228,고등,2,미정,신촌동
31229,고등,3,미정,신촌동
31230,고등,3,미정,신촌동
31231,고등,3,미정,신촌동
31232,고등,1,미정,신촌동
31233,고등,2,미정,신촌동
31234,고등,1,미정,경기도
31235,고등,2,미정,단대동
31236,고등,2,미정,복정동
31237,고등,2,미정,복정동
31238,고등,2,미정,분당동
31239,고등,2,미정,서현2동
31240,고등,1,미정,경기도
31241,고등,1,미정,경기도
31242,고등,1,미정,경기도
31243,고등,1,미정,경기도
31244,고등,1,미정,경기도
31245,고등,2,미정,신촌동
31246,고등,2,미정,판교동
31247,고등,3,미정,양지동
